지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm)
258,보성군,2021-08,26.3,30.7,23,408.7
258,보성군,2021-09,22.7,27,19.1,110.3
258,보성군,2021-10,17,23.3,11.7,35.2
258,보성군,2021-11,10.1,16.7,4.3,37.7
258,보성군,2021-12,4.3,10.5,-1.4,2.1
258,보성군,2022-01,2.3,8,-2.8,.6
258,보성군,2022-02,2.5,8.2,-3.1,.3
258,보성군,2022-03,9.2,15.6,3.1,173.3
258,보성군,2022-04,14.7,21.2,8.1,102.6
258,보성군,2022-05,18.6,25.4,11.8,2.5
258,보성군,2022-06,23.1,27.4,19.7,103.6
258,보성군,2022-07,26.9,31,23.7,264.3
258,보성군,2022-08,26.6,30.5,23.3,156.2
258,보성군,2022-09,22.5,27.5,18.2,143.5
258,보성군,2022-10,15.6,22,10,15.7
258,보성군,2022-11,11.5,18.6,5.2,81.7
258,보성군,2022-12,2,6.8,-2.5,12.1
258,보성군,2023-01,2.1,8,-3.2,69.9
258,보성군,2023-02,4.6,10.9,-1,31.5
258,보성군,2023-03,10.2,17.6,3.3,47.9
258,보성군,2023-04,13.4,19.5,7,100.8
258,보성군,2023-05,18.1,23.4,13.1,335.7
258,보성군,2023-06,23,27.6,19.2,374
258,보성군,2023-07,25.8,29.1,23.2,553.2
258,보성군,2023-08,27.5,32.1,23.7,162.1
258,보성군,2023-09,24,28.7,20.4,156.3
258,보성군,2023-10,16.3,23.1,10.5,7
258,보성군,2023-11,9.8,15.5,4.5,109.8
258,보성군,2023-12,4.6,10.2,-.4,67.4
258,보성군,2024-01,3.4,8.2,-1.2,40.1
258,보성군,2024-02,6.1,10.8,1.9,206.8
258,보성군,2024-03,8.3,14.1,2.5,88.2
258,보성군,2024-04,15.1,20.9,9.4,198.4
258,보성군,2024-05,18.4,24.7,12.2,239.2
258,보성군,2024-06,23,27.8,18.8,243
258,보성군,2024-07,26.9,30.5,24.3,383.3
258,보성군,2024-08,28.7,33.8,24.8,34.2
258,보성군,2024-09,26.1,30.9,22.3,239.2
258,보성군,2024-10,18,23.3,13.4,150.1
258,보성군,2024-11,11.7,17.2,6.6,103.9
258,보성군,2024-12,4.2,9.5,-.6,1.8
259,강진군,2020-01,4.7,9.4,.8,95
259,강진군,2020-02,5.1,10.6,0,40.9
259,강진군,2020-03,8.4,14.6,2.4,37.9
259,강진군,2020-04,11,17.4,4.8,63.6
259,강진군,2020-05,17.9,23,13.3,161.5
259,강진군,2020-06,22.7,27.4,18.6,332.1
259,강진군,2020-07,23.2,26.7,20.7,398.5
259,강진군,2020-08,27.6,31.5,24.4,253.1
259,강진군,2020-09,21.3,26.2,17.5,221
259,강진군,2020-10,15.3,21.8,10,24.7
259,강진군,2020-11,10.7,16.2,5.5,12.1
259,강진군,2020-12,2.5,8.6,-2.7,14
259,강진군,2021-01,1.4,7.3,-3.5,38.4
259,강진군,2021-02,5.2,11.1,-.1,33.7
259,강진군,2021-03,10.1,16.3,4.5,153.3
259,강진군,2021-04,13.9,20.1,8.2,50.5
259,강진군,2021-05,17.8,23.6,12.4,130.8
259,강진군,2021-06,22.8,27.9,18.4,134.3
259,강진군,2021-07,26.6,31,23,498.1
259,강진군,2021-08,26.3,31.1,22.6,269.9
259,강진군,2021-09,22.9,27.3,19.4,105.6
259,강진군,2021-10,17,23.4,11.9,21.4
259,강진군,2021-11,9.8,16.5,4.5,54.5
259,강진군,2021-12,3.8,10.1,-1.4,4.3
259,강진군,2022-01,1.8,7.4,-2.9,2.2
259,강진군,2022-02,2.1,7.7,-3.2,1.9
259,강진군,2022-03,9.1,15.4,3.3,162.9
259,강진군,2022-04,14.4,21.7,7.9,99
259,강진군,2022-05,18.2,25.4,11.4,1.4
259,강진군,2022-06,23.1,27.9,19.4,97.4
259,강진군,2022-07,27.1,31.5,23.6,230.8
259,강진군,2022-08,26.8,31.1,23.4,158.9
259,강진군,2022-09,22.6,28,18.3,189.3
259,강진군,2022-10,15.5,22.2,10.2,23.5
259,강진군,2022-11,11.2,18.5,5.1,44.3
259,강진군,2022-12,1.7,6.9,-2.9,21.7
259,강진군,2023-01,1.8,7.8,-3.6,76
259,강진군,2023-02,4,10.6,-1.4,39.7
259,강진군,2023-03,10,17.4,3.4,38.2
259,강진군,2023-04,13.5,19.5,7.4,95.7
259,강진군,2023-05,18.3,23.9,13.4,321.7
259,강진군,2023-06,22.9,27.8,18.8,171.5
259,강진군,2023-07,26.1,29.6,23.4,562.6
259,강진군,2023-08,27.6,32.7,23.6,349.2
259,강진군,2023-09,24.1,29.4,20.3,124.4
259,강진군,2023-10,16.4,23.1,10.9,6.3
259,강진군,2023-11,9.9,15.6,4.8,85.7
259,강진군,2023-12,4.8,10.1,0,62.3
259,강진군,2024-01,3.1,8.1,-1.3,52.3
259,강진군,2024-02,6,10.6,1.8,163.5
259,강진군,2024-03,8,14,2.4,73.3
259,강진군,2024-04,15.5,21.5,9.9,151.4
259,강진군,2024-05,18.3,25.1,12.3,174.4
259,강진군,2024-06,22.8,28,18.2,228.2
259,강진군,2024-07,27,30.7,24.1,243.5
259,강진군,2024-08,28.8,34.4,24.7,65.5
259,강진군,2024-09,26.2,31.5,22.1,432.7
259,강진군,2024-10,17.9,23.3,13.6,127.5
259,강진군,2024-11,11.8,17.3,6.8,106.9
259,강진군,2024-12,4.2,9.3,-.5,4
260,장흥,2020-01,4.3,9.3,0,100.8
260,장흥,2020-02,4.7,10.4,-1,41.3
260,장흥,2020-03,8.1,14.7,1.3,39.6
260,장흥,2020-04,10.4,17.2,3.2,63.3
260,장흥,2020-05,17.5,22.6,12.1,152.7
260,장흥,2020-06,22.3,27,18.2,311.5
260,장흥,2020-07,22.8,26.2,20.3,354.1
260,장흥,2020-08,27,31.1,23.8,355.1
260,장흥,2020-09,20.7,25.6,16.7,219.2
260,장흥,2020-10,14.5,21.5,8.4,21.9
260,장흥,2020-11,10,15.9,4.1,20.1
260,장흥,2020-12,2,8.4,-4,12.6
260,장흥,2021-01,1,7.1,-4.6,32.2
260,장흥,2021-02,4.7,11.1,-1.1,34.5
260,장흥,2021-03,9.6,15.9,3.2,160
260,장흥,2021-04,13.3,19.6,6.7,53.8
260,장흥,2021-05,17.3,22.9,11.6,122.8
260,장흥,2021-06,22.2,27,18,110.1
260,장흥,2021-07,26,30.1,22.4,452.5
260,장흥,2021-08,25.7,30.2,22.2,330.7
260,장흥,2021-09,22.4,26.6,18.8,96.3
260,장흥,2021-10,16.1,22.8,10.6,35.4
260,장흥,2021-11,9.1,16.4,2.9,43.5
260,장흥,2021-12,3.2,10,-2.5,3.7
260,장흥,2022-01,1.2,7.2,-4.2,1.7
260,장흥,2022-02,1.6,7.6,-4.7,.2
260,장흥,2022-03,8.6,15.2,2.1,151.9
260,장흥,2022-04,13.9,21.3,6.7,91.9
260,장흥,2022-05,17.6,24.9,10.3,.8
260,장흥,2022-06,22.6,27,19,84.4
260,장흥,2022-07,26.4,30.2,22.9,205.5
260,장흥,2022-08,26.2,30.4,22.7,157.2
260,장흥,2022-09,22,27.2,17.4,154.9
260,장흥,2022-10,14.6,21.7,8.5,22.1
260,장흥,2022-11,10.4,18.4,3.5,35.3
260,장흥,2022-12,1.1,6.4,-4,10
260,장흥,2023-01,1.2,7.5,-4.7,63.1
260,장흥,2023-02,3.5,10.6,-2.7,26.5
260,장흥,2023-03,9.6,17.4,2,44
260,장흥,2023-04,13.1,19.2,6.1,109.5
260,장흥,2023-05,17.7,23.2,12.3,286.2
260,장흥,2023-06,22.5,27.5,18.4,219.1
260,장흥,2023-07,25.7,29.2,22.9,575.2
260,장흥,2023-08,26.9,32,22.9,356.2
260,장흥,2023-09,23.5,28.8,19.5,152.9
260,장흥,2023-10,15.3,22.7,9,7.5
260,장흥,2023-11,9.3,15.4,3.4,93
260,장흥,2023-12,4.4,10.2,-1,51.9
260,장흥,2024-01,2.6,7.9,-2.4,42.9
260,장흥,2024-02,5.8,10.7,1,145.4
260,장흥,2024-03,7.6,13.8,1.5,68.2
260,장흥,2024-04,14.9,21.1,9,162.9
260,장흥,2024-05,17.9,24.5,11.7,163.5
260,장흥,2024-06,22.5,27.7,18,222.9
260,장흥,2024-07,26.6,30.3,23.8,350.3
260,장흥,2024-08,28.2,33.7,23.9,58.3
260,장흥,2024-09,25.5,30.8,21.4,423.3
260,장흥,2024-10,17.5,23,12.7,139.8
260,장흥,2024-11,11.1,17.2,5.8,104.2
260,장흥,2024-12,3.5,9.2,-2,2.3
261,해남,2020-01,3.8,8.5,-.6,75.8
261,해남,2020-02,4.2,9.9,-1.5,27.8
261,해남,2020-03,7.5,14,.5,27
261,해남,2020-04,9.8,16.3,2.9,56.7
261,해남,2020-05,17.1,22.1,12.7,188.1
261,해남,2020-06,22,26.8,17.9,257.7
261,해남,2020-07,22.7,26.3,20.1,319.6
261,해남,2020-08,27.4,31.4,24.2,153.7
261,해남,2020-09,20.8,26,16.6,295.7
261,해남,2020-10,14.3,21.1,7.9,27.4
261,해남,2020-11,10,15.7,4,6.9
261,해남,2020-12,1.4,8,-4.9,13.9
261,해남,2021-01,.9,6.7,-4.8,36.3
261,해남,2021-02,4.3,10.2,-1.4,33.1
261,해남,2021-03,8.9,15.4,2.8,127.2
261,해남,2021-04,13,19.2,6.9,43.5
261,해남,2021-05,17.1,22.9,11.2,128.9
261,해남,2021-06,22.3,27.3,18.2,127.4
261,해남,2021-07,26.3,30.5,22.6,500.7
261,해남,2021-08,25.8,30.6,22.2,172.3
261,해남,2021-09,22,26.4,18.2,108.2
261,해남,2021-10,15.6,22.3,9.7,25.8
261,해남,2021-11,8.5,15.6,2.3,77.9
261,해남,2021-12,2.3,8.9,-3.3,6.6
261,해남,2022-01,-.1,5.6,-5.4,5
261,해남,2022-02,.2,6.2,-5.8,3.9
261,해남,2022-03,7.5,14.1,1.3,113.7
261,해남,2022-04,12.6,20.2,5.8,24.5
261,해남,2022-05,16.3,23.4,10,1.3
261,해남,2022-06,22.9,27.1,19.8,70.7
261,해남,2022-07,26.5,30.4,23.4,193.6
261,해남,2022-08,26.6,30.3,23.3,115.6
261,해남,2022-09,22.1,27.1,18,180
261,해남,2022-10,14.9,21.3,9,27
261,해남,2022-11,10.8,18.2,4,30.7
261,해남,2022-12,1.4,6.7,-3.6,28.5
261,해남,2023-01,1.7,7.5,-4,50.4
261,해남,2023-02,3.2,9.3,-2.2,33.9
261,해남,2023-03,9.2,16.8,2.1,32.2
261,해남,2023-04,13.2,19.1,6.8,91.9
261,해남,2023-05,18,23.3,13,263.6
261,해남,2023-06,22.3,26.5,19.2,153.7
261,해남,2023-07,26,29.3,23.4,526
261,해남,2023-08,26.9,32.2,22.9,199.8
261,해남,2023-09,23.7,29,19.7,124.7
261,해남,2023-10,15.9,22.6,9.8,4.9
261,해남,2023-11,10.2,15.4,4.7,81.6
261,해남,2023-12,5.1,10.1,.2,56.6
261,해남,2024-01,3.2,7.9,-1.6,43.3
261,해남,2024-02,6.1,10.6,1.9,110.6
261,해남,2024-03,7.8,13.6,2.3,65.1
261,해남,2024-04,14.8,20.8,9.2,91.4
261,해남,2024-05,17.9,24.1,12.4,129.2
261,해남,2024-06,22.4,27.5,18,185.8
261,해남,2024-07,26.8,29.7,24.3,269.8
261,해남,2024-08,28.3,33.7,24.3,42.4
261,해남,2024-09,26.1,31.2,21.8,328.8
261,해남,2024-10,17.7,23.1,12.8,126.1
261,해남,2024-11,11.6,17.1,6.4,101.9
261,해남,2024-12,3.9,9.2,-1.4,9.6
262,고흥,2020-01,4,8.7,-.4,79
262,고흥,2020-02,4.5,10.2,-1,44.5
262,고흥,2020-03,7.9,13.9,1.4,45.1
262,고흥,2020-04,10.3,16.6,3.9,80.2
262,고흥,2020-05,16.9,22,12.2,151.1
262,고흥,2020-06,22,27.2,17.4,304.9
262,고흥,2020-07,22.6,26.1,20.2,334.2
262,고흥,2020-08,27,30.9,23.9,181.8
262,고흥,2020-09,20.7,25.5,16.8,256
262,고흥,2020-10,15,21.5,9.5,24.9
262,고흥,2020-11,10,16.2,4.3,9.1
262,고흥,2020-12,2,8.6,-3.6,9.4
262,고흥,2021-01,1.4,7.3,-4,19.8
262,고흥,2021-02,5.2,11.1,-.1,35.5
262,고흥,2021-03,9.6,15.8,3.4,128.8
262,고흥,2021-04,13.4,19.4,7.5,71.8
262,고흥,2021-05,17.3,22.8,11.8,112.9
262,고흥,2021-06,21.7,26.7,17.3,80.9
262,고흥,2021-07,25.8,29.9,22.3,450.8
262,고흥,2021-08,25.7,30.1,22,275.6
262,고흥,2021-09,22.1,26.3,18.7,96.3
262,고흥,2021-10,16.4,23,11.2,16.5
262,고흥,2021-11,9.7,16.3,4.2,50
262,고흥,2021-12,3.7,9.9,-2.1,.9
262,고흥,2022-01,1.6,7.4,-3.7,.2
262,고흥,2022-02,2.1,7.6,-3.4,0
262,고흥,2022-03,8.8,14.9,2.5,116.4
262,고흥,2022-04,13.8,20.2,7.4,81.6
262,고흥,2022-05,17.8,24.2,10.9,1.6
262,고흥,2022-06,21.8,26.1,18.2,86.3
262,고흥,2022-07,26,29.8,22.7,268.7
262,고흥,2022-08,25.7,29.4,22.3,109.9
262,고흥,2022-09,21.8,26.5,17.9,187.6
262,고흥,2022-10,15,21.3,9.5,13.2
262,고흥,2022-11,10.7,17.9,4.4,60.5
262,고흥,2022-12,1.6,6.6,-3.3,3.7
262,고흥,2023-01,1.6,7.5,-4,53.7
262,고흥,2023-02,3.8,10.2,-2.1,37.1
262,고흥,2023-03,9.8,16.8,3.4,47.5
262,고흥,2023-04,13.1,18.6,7.1,88.3
262,고흥,2023-05,17.2,22.4,12.3,288.4
262,고흥,2023-06,21.5,26.1,17.4,267.9
262,고흥,2023-07,24.8,28,22.1,414.6
262,고흥,2023-08,26.2,30.7,22.5,222.2
262,고흥,2023-09,23.3,28,19.9,121
262,고흥,2023-10,16.9,23.4,11.1,4.5
262,고흥,2023-11,10.7,16.7,5,105.2
262,고흥,2023-12,5.6,11.1,.5,51.6
262,고흥,2024-01,4.1,9.2,-.7,38.5
262,고흥,2024-02,7,11.5,2.6,149.5
262,고흥,2024-03,8.8,14.5,2.9,87.9
262,고흥,2024-04,15.1,21.2,9.5,200.1
262,고흥,2024-05,18,24.6,11.5,178.4
262,고흥,2024-06,22.3,27.9,17.3,175.3
262,고흥,2024-07,26.7,30.5,23.8,264.8
262,고흥,2024-08,28.9,34.3,24.6,49.9
262,고흥,2024-09,26.3,31.4,22.3,285.3
262,고흥,2024-10,18.1,23.6,13.6,140.3
262,고흥,2024-11,11.6,17.8,6,126.7
262,고흥,2024-12,3.8,10,-1.8,.1
263,의령군,2020-01,3.2,9.7,-1.7,100
263,의령군,2020-02,4.7,11.7,-1.2,38.1
263,의령군,2020-03,9.1,16.6,1.6,33
263,의령군,2020-04,11.8,19.5,3.6,51.3
263,의령군,2020-05,18.7,25.3,12.5,63.5
263,의령군,2020-06,24,30.4,18.5,180.2
263,의령군,2020-07,23.3,27.4,20.5,559.5
263,의령군,2020-08,27.7,32.5,24.2,346.6
263,의령군,2020-09,20.7,26.3,16.3,317.8
263,의령군,2020-10,14.3,22.4,8.1,23.5
263,의령군,2020-11,8.9,16.8,2.4,24.8
263,의령군,2020-12,.7,9.5,-5.4,9.2
263,의령군,2021-01,.6,8.2,-5.9,14.7
263,의령군,2021-02,4.9,13.1,-2.2,25.1
263,의령군,2021-03,10.1,17.6,2.8,132.2
263,의령군,2021-04,14,22,6.3,64
263,의령군,2021-05,18.3,24.8,12,102.7
263,의령군,2021-06,23.1,29,18,73
263,의령군,2021-07,26.9,32.3,22.5,389.9
263,의령군,2021-08,26.3,31.8,22.5,207.1
263,의령군,2021-09,21.8,27.1,18,94.3
263,의령군,2021-10,15.6,23.8,9.9,57.3
263,의령군,2021-11,8,17,1.5,43.2
263,의령군,2021-12,2,10.6,-4.5,2
263,의령군,2022-01,-.1,8.7,-7.1,
263,의령군,2022-02,1.3,9.3,-6.3,.2
263,의령군,2022-03,9.1,16.8,1.4,81.3
263,의령군,2022-04,14.7,22.4,7,54
263,의령군,2022-05,19.3,27.6,11.1,.5
263,의령군,2022-06,23.5,29,19,90.2
263,의령군,2022-07,27.1,32.4,22.6,143.8
263,의령군,2022-08,26.6,30.9,22.9,191.2
263,의령군,2022-09,21.5,27.6,16.6,136.1
263,의령군,2022-10,14.6,23,8.1,24.4
263,의령군,2022-11,9.8,19,2.4,56.2
263,의령군,2022-12,-.3,7.4,-6.3,6.3
263,의령군,2023-01,.2,8.7,-6.6,53.1
263,의령군,2023-02,3.5,11.6,-3.5,25.6
263,의령군,2023-03,9.9,18.9,1.5,25.9
263,의령군,2023-04,13.9,21.3,6.4,57.7
263,의령군,2023-05,18.5,24.9,12.2,304.7
263,의령군,2023-06,23.6,29.5,18.5,197.4
263,의령군,2023-07,26.5,31.1,23.1,437.1
263,의령군,2023-08,27.7,33.2,23.6,439.6
263,의령군,2023-09,23.8,29.2,20,219.5
263,의령군,2023-10,14.8,23.2,8.7,11
263,의령군,2023-11,8.7,16.4,2,88.7
263,의령군,2023-12,3.4,10.7,-2.4,79.6
263,의령군,2024-01,1.8,9.3,-4.2,24.3
263,의령군,2024-02,5.5,11.5,.5,148.8
263,의령군,2024-03,8.2,15.2,1.3,92.8
263,의령군,2024-04,15.7,22.6,9.2,123.8
263,의령군,2024-05,18.9,26.4,11.5,132.1
263,의령군,2024-06,23.9,30.4,18.1,225.5
263,의령군,2024-07,27.9,31.7,24.7,176.7
263,의령군,2024-08,29.1,35.3,24.6,83.6
263,의령군,2024-09,26.2,32.1,21.6,266.8
263,의령군,2024-10,17.2,23.7,12.2,136
263,의령군,2024-11,10.5,17.9,4.8,81.6
263,의령군,2024-12,2.7,10.8,-3.7,0
264,함양군,2020-01,2.8,9,-2,95.6
264,함양군,2020-02,3.8,10.5,-2.2,45.3
264,함양군,2020-03,8,15.4,.6,31
264,함양군,2020-04,10.4,18.2,2.7,60.1
264,함양군,2020-05,18,24.6,11.7,62.7
264,함양군,2020-06,23.1,29.4,17.9,171.5
264,함양군,2020-07,22.6,26.7,19.5,605.8
264,함양군,2020-08,26.4,32,22.7,618
264,함양군,2020-09,19.3,25.2,15,177.5
264,함양군,2020-10,13.1,21.6,6.6,12.8
264,함양군,2020-11,7.9,15.6,1.8,26.2
264,함양군,2020-12,.8,7.7,-4.9,4.1
264,함양군,2021-01,-.5,6.1,-6.4,24.7
264,함양군,2021-02,3.9,10.9,-2.3,27.9
264,함양군,2021-03,9,16.3,2.1,68.3
264,함양군,2021-04,13.3,20.6,5.9,37.2
264,함양군,2021-05,16.8,23.5,10.2,108.3
264,함양군,2021-06,22.1,28.2,17,112.7
264,함양군,2021-07,25.8,31.3,21.5,196.1
264,함양군,2021-08,24.9,30.5,21.3,229.7
264,함양군,2021-09,21.1,26.2,17.2,105.5
264,함양군,2021-10,14.4,22.8,8.5,59.6
264,함양군,2021-11,7.2,15.5,1.3,43.5
264,함양군,2021-12,2,9.2,-3.9,1.4
264,함양군,2022-01,-.1,7.1,-6.4,
264,함양군,2022-02,.4,7.2,-5.7,1
264,함양군,2022-03,8,15.7,.6,84.9
264,함양군,2022-04,14.1,22.4,6.1,44
264,함양군,2022-05,18.4,26.4,9.9,1.7
264,함양군,2022-06,23,29.1,17.7,109.1
264,함양군,2022-07,26.2,31.3,21.7,161.7
264,함양군,2022-08,25.4,30.3,21.4,130.9
264,함양군,2022-09,20.4,26.7,15.4,196.3
264,함양군,2022-10,13.3,21.9,6.6,20.3
264,함양군,2022-11,8.5,17.9,1.6,44.1
264,함양군,2022-12,-.4,5.6,-6.2,7.5
264,함양군,2023-01,-.1,6.9,-6.1,27.7
264,함양군,2023-02,2.6,10.4,-4.3,24.4
264,함양군,2023-03,9.4,18.3,1.2,46.9
264,함양군,2023-04,12.9,20.4,5.5,36.6
264,함양군,2023-05,17.9,24.7,11.5,151.7
264,함양군,2023-06,22.9,29.3,17.4,241.9
264,함양군,2023-07,25.6,30.7,22.1,473.4
264,함양군,2023-08,27,32.3,22.9,406.1
264,함양군,2023-09,22.7,28.3,18.6,117.6
264,함양군,2023-10,14.1,22.6,7.5,5.4
264,함양군,2023-11,8,14.9,1.6,48.2
264,함양군,2023-12,2.5,8.8,-2.7,121.1
264,함양군,2024-01,1.8,7.4,-3.3,31.8
264,함양군,2024-02,4,9.7,-.6,125.6
264,함양군,2024-03,7.3,13.8,.7,83
264,함양군,2024-04,15.2,22.5,8.5,106
264,함양군,2024-05,18.2,25.9,10.4,65.6
264,함양군,2024-06,22.9,29.6,16.6,161.3
264,함양군,2024-07,26.7,31.4,23.2,233.2
264,함양군,2024-08,27.9,34.1,23.4,79.1
264,함양군,2024-09,24.9,30.7,20.7,169.7
264,함양군,2024-10,15.5,22.3,10.8,100.2
264,함양군,2024-11,9.1,16.2,3.7,63.5
264,함양군,2024-12,2.5,7.9,-2.5,2.4
266,광양시,2020-01,5.4,10,2.1,78.2
266,광양시,2020-02,6.3,11.5,1.8,41.4
266,광양시,2020-03,10,15.9,4.9,41.2
266,광양시,2020-04,12.6,18.9,7.2,54
266,광양시,2020-05,18.7,23.8,14.4,176.9
266,광양시,2020-06,23.2,28.4,19.1,353
266,광양시,2020-07,22.9,26.5,20.5,483.1
266,광양시,2020-08,27.5,31.6,24.7,336.5
266,광양시,2020-09,21.7,25.9,18.2,199.8
266,광양시,2020-10,16.6,22.2,12.2,33.9
266,광양시,2020-11,11.5,16.5,7,11
266,광양시,2020-12,3.7,9.1,-.3,12
266,광양시,2021-01,2.5,7.4,-1.8,17.7
266,광양시,2021-02,6.2,12.1,1.6,27.1
266,광양시,2021-03,11.3,16.6,6.6,136.7
266,광양시,2021-04,14.9,20.8,9.7,78.6
266,광양시,2021-05,18.4,23.8,13.8,80.1
266,광양시,2021-06,22.8,27.8,18.9,98.8
266,광양시,2021-07,26.7,30.9,23.6,379.1
266,광양시,2021-08,26.3,30.7,23.1,354.3
266,광양시,2021-09,22.6,26.4,19.8,146.6
266,광양시,2021-10,17.8,23.3,13.2,57.8
266,광양시,2021-11,11.2,16.9,6.7,44.6
266,광양시,2021-12,5.2,10.4,.7,1.6
266,광양시,2022-01,3,8.5,-1.2,.3
266,광양시,2022-02,2.9,8.6,-1.6,0
266,광양시,2022-03,10.1,16,5,142.7
266,광양시,2022-04,15.5,21.5,10.4,70.2
266,광양시,2022-05,19.5,26,13.8,1.2
266,광양시,2022-06,22.9,27.7,19.5,110.3
266,광양시,2022-07,26.9,31.2,23.5,240.7
266,광양시,2022-08,26.6,30.3,23.7,186.1
266,광양시,2022-09,23,27.5,19.5,156.5
266,광양시,2022-10,16.8,22.8,12.3,19.1
266,광양시,2022-11,12.7,19,7.7,120.3
266,광양시,2022-12,2.2,7.5,-1.8,7.3
266,광양시,2023-01,2.7,8.6,-2.1,84.7
266,광양시,2023-02,5.5,11.5,.7,51.4
266,광양시,2023-03,11.8,18.3,6.4,54.3
266,광양시,2023-04,14.4,19.9,9.4,111
266,광양시,2023-05,18.5,23.3,14.2,258.7
266,광양시,2023-06,23,27.8,19,284.1
266,광양시,2023-07,25.7,29.1,23.1,743.3
266,광양시,2023-08,27.8,32,24.5,371.2
266,광양시,2023-09,24.3,28.5,21.1,181.5
266,광양시,2023-10,17.2,23.4,12.4,3.3
266,광양시,2023-11,10.3,16.3,5.5,71.6
266,광양시,2023-12,5.2,10.5,1.1,59.5
266,광양시,2024-01,3.7,9,-.5,29.4
266,광양시,2024-02,6.4,11,2.7,200.2
266,광양시,2024-03,8.9,14.5,3.8,86.2
266,광양시,2024-04,16,21.5,11.5,182.4
266,광양시,2024-05,18.9,25,13.4,271.7
266,광양시,2024-06,23.2,28.1,19,263.2
266,광양시,2024-07,26.7,30.3,24.1,403.4
266,광양시,2024-08,29,34,25.2,76.2
266,광양시,2024-09,26.6,31.4,23.1,276.5
266,광양시,2024-10,18.5,23.3,14.8,146.9
266,광양시,2024-11,12.2,17.5,8.2,91.7
266,광양시,2024-12,4.3,10.6,.2,0
268,진도군,2020-01,5.3,8.5,1.9,69
268,진도군,2020-02,5.4,9.7,.7,27.5
268,진도군,2020-03,8.3,13.3,3,26.7
268,진도군,2020-04,10.5,15.5,5.1,61.5
268,진도군,2020-05,17,21.5,12.7,212.9
268,진도군,2020-06,21.8,26.3,17.9,324.3
268,진도군,2020-07,22.8,25.7,20.4,320.2
268,진도군,2020-08,27.4,30.9,24.8,100.3
268,진도군,2020-09,21.4,25.7,17.6,309.1
268,진도군,2020-10,15.6,20.4,11.1,24.9
268,진도군,2020-11,11.4,15.6,6.7,17.3
268,진도군,2020-12,3.5,8.4,-1.3,21.8
268,진도군,2021-01,2.7,7.4,-2.2,43.9
268,진도군,2021-02,5.6,10.6,.5,44.1
268,진도군,2021-03,9.6,14.7,4.8,142.3
268,진도군,2021-04,13.7,18.7,8.4,75.5
268,진도군,2021-05,17.4,22.4,11.9,144.7
268,진도군,2021-06,,,,147.8
268,진도군,2021-07,26.2,29.8,22.8,551.9
268,진도군,2021-08,25.7,29.6,22.4,188.2
268,진도군,2021-09,22.7,26.5,19.3,124.7
268,진도군,2021-10,16.9,21.9,12.1,9.9
268,진도군,2021-11,10.1,15.9,4.9,65.8
268,진도군,2021-12,4.4,9.5,-.5,10.3
268,진도군,2022-01,1.9,5.8,-1.5,3.7
268,진도군,2022-02,2,6.4,-2.5,1.8
268,진도군,2022-03,8.4,13.6,3.3,119.3
268,진도군,2022-04,13.4,19.1,8.1,114.6
268,진도군,2022-05,16.8,22.9,11.1,.3
268,진도군,2022-06,22,25.7,19,83.7
268,진도군,2022-07,26.1,29.8,22.7,177.3
268,진도군,2022-08,26.3,29.7,23.4,84.7
268,진도군,2022-09,21.9,26.2,18.2,229.4
268,진도군,2022-10,15.3,20.4,10.6,27.2
268,진도군,2022-11,11.2,17.4,5.4,39.6
268,진도군,2022-12,2.3,6.8,-2,21.5
268,진도군,2023-01,2.2,7.2,-2.8,64.1
268,진도군,2023-02,3.5,8.3,-.9,33.3
268,진도군,2023-03,9,15.3,3.2,27.2
268,진도군,2023-04,12.8,17.9,7,140
268,진도군,2023-05,17.4,22.1,13.1,185.1
268,진도군,2023-06,21.6,25.8,18,133.5
268,진도군,2023-07,25.7,28.7,23.1,507.7
268,진도군,2023-08,26.7,31.5,22.8,165.3
268,진도군,2023-09,23.5,28,19.6,126.3
268,진도군,2023-10,16.3,21.8,11.3,5.7
268,진도군,2023-11,10.7,15.1,6,80.4
268,진도군,2023-12,5.6,9.9,1.3,72.2
268,진도군,2024-01,3.5,7.6,-.7,58.3
268,진도군,2024-02,6.2,10,2.5,147
268,진도군,2024-03,7.8,12.7,3.1,79.4
268,진도군,2024-04,14.3,19.7,9.3,106.5
268,진도군,2024-05,17.3,22.6,12.4,140.9
268,진도군,2024-06,21.6,26.4,17.4,240.2
268,진도군,2024-07,26.4,29.2,24,273.9
268,진도군,2024-08,28,32.7,24.4,50.1
268,진도군,2024-09,25.9,30.8,22,342.1
268,진도군,2024-10,17.7,22.4,13.7,159.4
268,진도군,2024-11,12,16.6,7.7,105.4
268,진도군,2024-12,5,9,.7,16.1
271,봉화,2020-01,.9,6.6,-3.8,60.7
271,봉화,2020-02,1.8,7.8,-3.7,51.8
271,봉화,2020-03,6.2,13.2,-.8,17.1
271,봉화,2020-04,8.7,16.2,1.1,30.1
271,봉화,2020-05,15.8,21.9,9.7,114.8
271,봉화,2020-06,20.8,26.9,15,115.3
271,봉화,2020-07,20.6,24.7,17.2,272.5
271,봉화,2020-08,23.9,28.3,20.6,434.9
271,봉화,2020-09,17.6,22.8,13.3,153.5
271,봉화,2020-10,10.8,18.2,4.7,1.4
271,봉화,2020-11,6,12.9,-.1,40.4
